event_name,venue,start_date,start_time,end_time,type,estimate_attendence,source_url,attendance_source_url
Hà Nội vs Becamex TP. Hồ Chí Minh,SVĐ Hàng Đẫy,17/04/26,19:15,21:15,football,,https://vpf.vn/match/ha-noi-vs-becamex-tp-ho-chi-minh/,
THÁNG 4 - LỜI NÓI DỐI CỦA EM,Nhà Hát Ca Múa Nhạc Thăng Long,17/04/26,20:00,22:00,concert,,https://ticketbox.vn/thang-4-loi-noi-doi-cua-em-25794,
"Triển lãm ""Hẹn ước mùa sau""","tại Nhà Triển lãm Mỹ thuật (16 Ngô Quyền, Hà Nội)",17/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5318-e5318-trien-lam-hen-uoc-mua-sau,
Triển lãm mỹ thuật “Giai điệu Thống nhất” và “Việt Nam quê hương tôi”,"tầng 1, tòa nhà 47 Hàng Dầu, Sở Văn hóa và Thể thao Hà Nội, thành phố Hà Nội",17/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5142-e5142-trien-lam-my-thuat-giai-dieu-thong-nhat,
Triển lãm ảnh tư liệu “Âm vang ngày mới”,"Khu di sản Hoàng thành Thăng Long, số 19 Hoàng Diệu, Ba Đình, Hà Nội",17/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5157-e5157-trien-lam-anh-tu-lieu-am-vang-ngay-moi,
HỌC SINH LỚP 7E3 TRƯỜNG THCS EVEREST TRẢI NGHIỆM GIÁO DỤC DI SẢN TẠI VĂN MIẾU – QUỐC TỬ GIÁM,Văn Miếu - Quốc Tử Giám,17/05/26,09:00,11:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/H%E1%BB%8CC-SINH-L%E1%BB%9AP-7E3-TR%C6%AF%E1%BB%9CNG-THCS-EVEREST-TR%E1%BA%A2I-NGHI%E1%BB%86M-GI%C3%81O-D%E1%BB%A4C-DI-S%E1%BA%A2N-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-%E2%80%93-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
Công an Hà Nội vs Thanh Hóa,SVĐ Hàng Đẫy,17/05/26,19:15,21:15,football,12000,https://vpf.vn/match/cong-an-ha-noi-vs-dong-a-thanh-hoa-4/,
"Triển lãm ""Hẹn ước mùa sau""","tại Nhà Triển lãm Mỹ thuật (16 Ngô Quyền, Hà Nội)",17/06/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5318-e5318-trien-lam-hen-uoc-mua-sau,
"Triển lãm “AS ABOVE, SO BELOW | NHƯ TRÊN, NHƯ DƯỚI”","tại Trung tâm Nghệ thuật đương đại Vincom (VCCA), B1-R3 Vincom Mega Mall Royal City, 72A Nguyễn Trãi, phường Thanh Xuân, Hà Nội.",17/06/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5509-e5509-trien-lam-as-above-so-below-nhu-tren-nhu-duoi,
Lan tỏa giá trị di sản Văn Miếu – Quốc Tử Giám và văn hóa Việt Nam tại trụ sở UNESCO,Trụ sở UNESCO ở Paris (Pháp),17/06/26,08:00,00:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/Spreading-the-values-of-V%C4%83n-Mi%E1%BA%BFu-%E2%80%93-Qu%E1%BB%91c-T%E1%BB%AD-Gi%C3%A1m-and-Vietnamese-culture-at-UNESCO-Headquarters,
"Triển lãm ""Sĩ tử 3 - Chuyện sĩ tử"" - 950 câu chuyện học tập trong không gian di sản Văn Miếu - Quốc Tử Giám",Văn Miếu - Quốc Tử Giám,17/06/26,08:00,18:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/Exhibition-%22S%C4%A9-T%E1%BB%AD-3-Chuy%E1%BB%87n-S%C4%A9-T%E1%BB%AD%22-950-learning-stories-in-the-heritage-space-of-V%C4%83n-Mi%E1%BA%BFu-Qu%E1%BB%91c-T%E1%BB%AD-Gi%C3%A1m,
"""Những chiếc cổng"" - Cuộc đối thoại giữa quá khứ và hiện tại",Văn Miếu - Quốc Tử Giám,17/07/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/%22Nh%E1%BB%AFng-chi%E1%BA%BFc-c%E1%BB%95ng%22-Cu%E1%BB%99c-%C4%91%E1%BB%91i-tho%E1%BA%A1i-gi%E1%BB%AFa-qu%C3%A1-kh%E1%BB%A9-v%C3%A0-hi%E1%BB%87n-t%E1%BA%A1i,
KHAI MẠC TRIỂN LÃM “QUỐC TỬ GIÁM TRONG NGHỆ THUẬT” TẠI VĂN MIẾU - QUỐC TỬ GIÁM,Văn Miếu - Quốc Tử Giám,17/07/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CQU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-TRONG-NGH%E1%BB%86-THU%E1%BA%ACT%E2%80%9D-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
VĂN MIẾU - QUỐC TỬ GIÁM NHỮNG NĂM 1975 QUA NÉT CỌ CỦA HỌA SĨ TRỊNH HỮU NGỌC,Văn Miếu - Quốc Tử Giám,17/07/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-NH%E1%BB%AENG-N%C4%82M-1975-QUA-N%C3%89T-C%E1%BB%8C-C%E1%BB%A6A-H%E1%BB%8CA-S%C4%A8-TR%E1%BB%8ANH-H%E1%BB%AEU-NG%E1%BB%8CC,
VĂN MIẾU – QUỐC TỬ GIÁM QUA NÉT VẼ CỦA HAI  HỌA SĨ QUỐC TẾ,,17/07/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/V%C4%82N-MI%E1%BA%BEU-%E2%80%93-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-QUA-N%C3%89T-V%E1%BA%BC-C%E1%BB%A6A-HAI-H%E1%BB%8CA-S%C4%A8-QU%E1%BB%90C-T%E1%BA%BE,
“DẤU XƯA VĂN MIẾU – QUỐC TỬ GIÁM QUA NÉT CỌ CỦA CÁC HỌA SĨ PHÁP”,"Tiền Đường, khu Thái Học, Văn Miếu - Quốc Tử Giám",17/07/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/%E2%80%9CD%E1%BA%A4U-X%C6%AFA-V%C4%82N-MI%E1%BA%BEU-%E2%80%93-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-QUA-N%C3%89T-C%E1%BB%8C-C%E1%BB%A6A-C%C3%81C-H%E1%BB%8CA-S%C4%A8-PH%C3%81P%E2%80%9D,
KHAI MẠC TRIỂN LÃM “NGÀN NĂM DI SẢN” TẠI VĂN MIẾU - QUỐC TỬ GIÁM,"Nhà Tiền Đường, khu Thái Học, di tích Văn Miếu – Quốc Tử Giám",17/08/26,16:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CNG%C3%80N-N%C4%82M-DI-S%E1%BA%A2N%E2%80%9D-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
KHAI MẠC CHƯƠNG TRÌNH “NÉT CHỮ AN NHIÊN” - NGHỆ THUẬT THƯ PHÁP TRỞ THÀNH MỘT TRẢI NGHIỆM VĂN HÓA TRONG KHÔNG GIAN DI SẢN,Văn Miếu - Quốc Tử Giám,17/09/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/KHAI-M%E1%BA%A0C-CH%C6%AF%C6%A0NG-TR%C3%8CNH-%E2%80%9CN%C3%89T-CH%E1%BB%AE-AN-NHI%C3%8AN%E2%80%9D-NGH%E1%BB%86-THU%E1%BA%ACT-TH%C6%AF-PH%C3%81P-TR%E1%BB%9E-TH%C3%80NH-M%E1%BB%98T-TR%E1%BA%A2I-NGHI%E1%BB%86M-V%C4%82N-H%C3%93A-TRONG-KH%C3%94NG-GIAN-DI-S%E1%BA%A2N,
KHAI MẠC TRƯNG BÀY “NÉT HÀ THÀNH - CÂU CHUYỆN HÀ NỘI QUA TÀ ÁO DÀI”,,17/09/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/KHAI-M%E1%BA%A0C-TR%C6%AFNG-B%C3%80Y-%E2%80%9CN%C3%89T-H%C3%80-TH%C3%80NH-C%C3%82U-CHUY%E1%BB%86N-H%C3%80-N%E1%BB%98I-QUA-T%C3%80-%C3%81O-D%C3%80I%E2%80%9D,
KHAI MẠC TRƯNG BÀY “NÉT KINH KỲ”,"Khu vực Hậu viên nhà Thái Học, Di tích Quốc gia đặc biệt Văn Miếu – Quốc Tử Giám",17/09/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/THE-%22N%C3%89T-KINH-K%E1%BB%B2%22-EXHIBITION,
PHÁT ĐỘNG CUỘC THI “950 NÉT CHỮ”,Văn Miếu – Quốc Tử Giám,17/09/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/PH%C3%81T-%C4%90%E1%BB%98NG-CU%E1%BB%98C-THI-%E2%80%9C950-N%C3%89T-CH%E1%BB%AE%E2%80%9D,
[FESTIVAL THĂNG LONG - HÀ NỘI 2026] TRƯNG BÀY “NHẤT TRỐNG”,"Hậu viên, Văn Miếu - Quốc Tử Giám",17/09/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/%5BS%E1%BA%AEP-DI%E1%BB%84N-RA-FESTIVAL-TH%C4%82NG-LONG-H%C3%80-N%E1%BB%98I-2026%5D-%E2%80%9CNH%E1%BA%A4T-TR%E1%BB%90NG%E2%80%9D,
[FESTIVAL THĂNG LONG - HÀ NỘI 2026] TRƯNG BÀY “NÉT CHỮ AN NHIÊN”,"Vườn Giám, Văn Miếu – Quốc Tử Giám",17/09/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/%5BS%E1%BA%AEP-DI%E1%BB%84N-RA-FESTIVAL-TH%C4%82NG-LONG-H%C3%80-N%E1%BB%98I-2026%5D-%E2%80%9CN%C3%89T-CH%E1%BB%AE-AN-NHI%C3%8AN%E2%80%9D,
[FESTIVAL THĂNG LONG - HÀ NỘI 2026] TRƯNG BÀY “NÉT HÀ THÀNH”,"Không gian Hồ Văn, Di tích Văn Miếu – Quốc Tử Giám",17/09/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/(S%E1%BA%AEP-DI%E1%BB%84N-RA)-TR%C6%AFNG-B%C3%80Y-%E2%80%9CN%C3%89T-H%C3%80-TH%C3%80NH%E2%80%9D,
[FESTIVAL THĂNG LONG - HÀ NỘI 2026] TRƯNG BÀY “NÉT KINH KỲ - HÀ NỘI 36 PHỐ PHƯỜNG”,"Hậu viên khu Thái Học, Văn Miếu – Quốc Tử Giám",17/09/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/Exhibition%20%E2%80%9CN%C3%A9t%20Kinh%20K%E1%BB%B3%20%E2%80%93%20Hanoi%E2%80%99s%2036%20Streets%E2%80%9D,
KHAI MẠC TRIỂN LÃM “NGÀN NĂM DI SẢN” TẠI VĂN MIẾU - QUỐC TỬ GIÁM,"Nhà Tiền Đường, khu Thái Học, di tích Văn Miếu – Quốc Tử Giám",17/09/26,16:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CNG%C3%80N-N%C4%82M-DI-S%E1%BA%A2N%E2%80%9D-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
1900 Future Hits #78: Jun Phạm | Saturday 18.04.2026,1900 Le Théâtre,18/04/26,21:00,01:00,concert,,https://ticketbox.vn/1900-future-hits-78-jun-pham-25854,
"Triển lãm ""Hẹn ước mùa sau""","tại Nhà Triển lãm Mỹ thuật (16 Ngô Quyền, Hà Nội)",18/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5318-e5318-trien-lam-hen-uoc-mua-sau,
Triển lãm mỹ thuật “Giai điệu Thống nhất” và “Việt Nam quê hương tôi”,"tầng 1, tòa nhà 47 Hàng Dầu, Sở Văn hóa và Thể thao Hà Nội, thành phố Hà Nội",18/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5142-e5142-trien-lam-my-thuat-giai-dieu-thong-nhat,
Triển lãm ảnh tư liệu “Âm vang ngày mới”,"Khu di sản Hoàng thành Thăng Long, số 19 Hoàng Diệu, Ba Đình, Hà Nội",18/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5157-e5157-trien-lam-anh-tu-lieu-am-vang-ngay-moi,
KHAI MẠC TRIỂN LÃM “QUỐC TỬ GIÁM - TRƯỜNG QUỐC HỌC ĐẦU TIÊN CỦA VIỆT NAM VÀ DANH NHÂN THÂN NHÂN TRUNG (1419 - 1499)” TẠI BẮC NINH,Tại Bắc Ninh,18/05/26,09:00,12:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CQU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-TR%C6%AF%E1%BB%9CNG-QU%E1%BB%90C-H%E1%BB%8CC-%C4%90%E1%BA%A6U-TI%C3%8AN-C%E1%BB%A6A-VI%E1%BB%86T-NAM-V%C3%80-DANH-NH%C3%82N-TH%C3%82N-NH%C3%82N-TRUNG-(1419-1499)%E2%80%9D-T%E1%BA%A0I-B%E1%BA%AEC-NINH,
"Triển lãm ""Hẹn ước mùa sau""","tại Nhà Triển lãm Mỹ thuật (16 Ngô Quyền, Hà Nội)",18/06/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5318-e5318-trien-lam-hen-uoc-mua-sau,
"Triển lãm “AS ABOVE, SO BELOW | NHƯ TRÊN, NHƯ DƯỚI”","tại Trung tâm Nghệ thuật đương đại Vincom (VCCA), B1-R3 Vincom Mega Mall Royal City, 72A Nguyễn Trãi, phường Thanh Xuân, Hà Nội.",18/06/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5509-e5509-trien-lam-as-above-so-below-nhu-tren-nhu-duoi,
Lan tỏa giá trị di sản Văn Miếu – Quốc Tử Giám và văn hóa Việt Nam tại trụ sở UNESCO,Trụ sở UNESCO ở Paris (Pháp),18/06/26,08:00,00:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/Spreading-the-values-of-V%C4%83n-Mi%E1%BA%BFu-%E2%80%93-Qu%E1%BB%91c-T%E1%BB%AD-Gi%C3%A1m-and-Vietnamese-culture-at-UNESCO-Headquarters,
"Triển lãm ""Sĩ tử 3 - Chuyện sĩ tử"" - 950 câu chuyện học tập trong không gian di sản Văn Miếu - Quốc Tử Giám",Văn Miếu - Quốc Tử Giám,18/06/26,08:00,18:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/Exhibition-%22S%C4%A9-T%E1%BB%AD-3-Chuy%E1%BB%87n-S%C4%A9-T%E1%BB%AD%22-950-learning-stories-in-the-heritage-space-of-V%C4%83n-Mi%E1%BA%BFu-Qu%E1%BB%91c-T%E1%BB%AD-Gi%C3%A1m,
"""Những chiếc cổng"" - Cuộc đối thoại giữa quá khứ và hiện tại",Văn Miếu - Quốc Tử Giám,18/07/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/%22Nh%E1%BB%AFng-chi%E1%BA%BFc-c%E1%BB%95ng%22-Cu%E1%BB%99c-%C4%91%E1%BB%91i-tho%E1%BA%A1i-gi%E1%BB%AFa-qu%C3%A1-kh%E1%BB%A9-v%C3%A0-hi%E1%BB%87n-t%E1%BA%A1i,
KHAI MẠC TRIỂN LÃM “QUỐC TỬ GIÁM TRONG NGHỆ THUẬT” TẠI VĂN MIẾU - QUỐC TỬ GIÁM,Văn Miếu - Quốc Tử Giám,18/07/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CQU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-TRONG-NGH%E1%BB%86-THU%E1%BA%ACT%E2%80%9D-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
VĂN MIẾU - QUỐC TỬ GIÁM NHỮNG NĂM 1975 QUA NÉT CỌ CỦA HỌA SĨ TRỊNH HỮU NGỌC,Văn Miếu - Quốc Tử Giám,18/07/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-NH%E1%BB%AENG-N%C4%82M-1975-QUA-N%C3%89T-C%E1%BB%8C-C%E1%BB%A6A-H%E1%BB%8CA-S%C4%A8-TR%E1%BB%8ANH-H%E1%BB%AEU-NG%E1%BB%8CC,
VĂN MIẾU – QUỐC TỬ GIÁM QUA NÉT VẼ CỦA HAI  HỌA SĨ QUỐC TẾ,,18/07/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/V%C4%82N-MI%E1%BA%BEU-%E2%80%93-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-QUA-N%C3%89T-V%E1%BA%BC-C%E1%BB%A6A-HAI-H%E1%BB%8CA-S%C4%A8-QU%E1%BB%90C-T%E1%BA%BE,
“DẤU XƯA VĂN MIẾU – QUỐC TỬ GIÁM QUA NÉT CỌ CỦA CÁC HỌA SĨ PHÁP”,"Tiền Đường, khu Thái Học, Văn Miếu - Quốc Tử Giám",18/07/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/%E2%80%9CD%E1%BA%A4U-X%C6%AFA-V%C4%82N-MI%E1%BA%BEU-%E2%80%93-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-QUA-N%C3%89T-C%E1%BB%8C-C%E1%BB%A6A-C%C3%81C-H%E1%BB%8CA-S%C4%A8-PH%C3%81P%E2%80%9D,
KHAI MẠC TRIỂN LÃM “NGÀN NĂM DI SẢN” TẠI VĂN MIẾU - QUỐC TỬ GIÁM,"Nhà Tiền Đường, khu Thái Học, di tích Văn Miếu – Quốc Tử Giám",18/08/26,16:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CNG%C3%80N-N%C4%82M-DI-S%E1%BA%A2N%E2%80%9D-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
KHAI MẠC CHƯƠNG TRÌNH “NÉT CHỮ AN NHIÊN” - NGHỆ THUẬT THƯ PHÁP TRỞ THÀNH MỘT TRẢI NGHIỆM VĂN HÓA TRONG KHÔNG GIAN DI SẢN,Văn Miếu - Quốc Tử Giám,18/09/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/KHAI-M%E1%BA%A0C-CH%C6%AF%C6%A0NG-TR%C3%8CNH-%E2%80%9CN%C3%89T-CH%E1%BB%AE-AN-NHI%C3%8AN%E2%80%9D-NGH%E1%BB%86-THU%E1%BA%ACT-TH%C6%AF-PH%C3%81P-TR%E1%BB%9E-TH%C3%80NH-M%E1%BB%98T-TR%E1%BA%A2I-NGHI%E1%BB%86M-V%C4%82N-H%C3%93A-TRONG-KH%C3%94NG-GIAN-DI-S%E1%BA%A2N,
KHAI MẠC TRƯNG BÀY “NÉT HÀ THÀNH - CÂU CHUYỆN HÀ NỘI QUA TÀ ÁO DÀI”,,18/09/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/KHAI-M%E1%BA%A0C-TR%C6%AFNG-B%C3%80Y-%E2%80%9CN%C3%89T-H%C3%80-TH%C3%80NH-C%C3%82U-CHUY%E1%BB%86N-H%C3%80-N%E1%BB%98I-QUA-T%C3%80-%C3%81O-D%C3%80I%E2%80%9D,
KHAI MẠC TRƯNG BÀY “NÉT KINH KỲ”,"Khu vực Hậu viên nhà Thái Học, Di tích Quốc gia đặc biệt Văn Miếu – Quốc Tử Giám",18/09/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/THE-%22N%C3%89T-KINH-K%E1%BB%B2%22-EXHIBITION,
PHÁT ĐỘNG CUỘC THI “950 NÉT CHỮ”,Văn Miếu – Quốc Tử Giám,18/09/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/PH%C3%81T-%C4%90%E1%BB%98NG-CU%E1%BB%98C-THI-%E2%80%9C950-N%C3%89T-CH%E1%BB%AE%E2%80%9D,
[FESTIVAL THĂNG LONG - HÀ NỘI 2026] TRƯNG BÀY “NHẤT TRỐNG”,"Hậu viên, Văn Miếu - Quốc Tử Giám",18/09/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/%5BS%E1%BA%AEP-DI%E1%BB%84N-RA-FESTIVAL-TH%C4%82NG-LONG-H%C3%80-N%E1%BB%98I-2026%5D-%E2%80%9CNH%E1%BA%A4T-TR%E1%BB%90NG%E2%80%9D,
[FESTIVAL THĂNG LONG - HÀ NỘI 2026] TRƯNG BÀY “NÉT CHỮ AN NHIÊN”,"Vườn Giám, Văn Miếu – Quốc Tử Giám",18/09/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/%5BS%E1%BA%AEP-DI%E1%BB%84N-RA-FESTIVAL-TH%C4%82NG-LONG-H%C3%80-N%E1%BB%98I-2026%5D-%E2%80%9CN%C3%89T-CH%E1%BB%AE-AN-NHI%C3%8AN%E2%80%9D,
[FESTIVAL THĂNG LONG - HÀ NỘI 2026] TRƯNG BÀY “NÉT HÀ THÀNH”,"Không gian Hồ Văn, Di tích Văn Miếu – Quốc Tử Giám",18/09/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/(S%E1%BA%AEP-DI%E1%BB%84N-RA)-TR%C6%AFNG-B%C3%80Y-%E2%80%9CN%C3%89T-H%C3%80-TH%C3%80NH%E2%80%9D,
[FESTIVAL THĂNG LONG - HÀ NỘI 2026] TRƯNG BÀY “NÉT KINH KỲ - HÀ NỘI 36 PHỐ PHƯỜNG”,"Hậu viên khu Thái Học, Văn Miếu – Quốc Tử Giám",18/09/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/Exhibition%20%E2%80%9CN%C3%A9t%20Kinh%20K%E1%BB%B3%20%E2%80%93%20Hanoi%E2%80%99s%2036%20Streets%E2%80%9D,
KHAI MẠC TRIỂN LÃM “NGÀN NĂM DI SẢN” TẠI VĂN MIẾU - QUỐC TỬ GIÁM,"Nhà Tiền Đường, khu Thái Học, di tích Văn Miếu – Quốc Tử Giám",18/09/26,16:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CNG%C3%80N-N%C4%82M-DI-S%E1%BA%A2N%E2%80%9D-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
[Hà Nội] Triển lãm & Lễ hội Quốc tế Thú cưng Việt Nam - InterPet Expo & InterPetFest Việt Nam 2026,"Cung Triển lãm Xây dựng Hà Nội - NECC, 01 Đỗ Đức Dục, phường Từ Liêm, Hà Nội",19/04/26,09:30,18:30,festival,,https://ticketbox.vn/interpet2026-25373,
Thể Công – Viettel vs Hoàng Anh Gia Lai,SVĐ Hàng Đẫy,19/04/26,19:15,21:15,football,3000,https://vpf.vn/match/the-cong-viettel-vs-hoang-anh-gia-lai-3/,
[HÀ NỘI] SLAY,SOL8 LIVE STAGE,19/04/26,20:00,23:00,concert,,https://ticketbox.vn/slay-ha-noi-25762,
1900 Future Hits #78: Jun Phạm | Saturday 18.04.2026,1900 Le Théâtre,19/04/26,21:00,01:00,concert,,https://ticketbox.vn/1900-future-hits-78-jun-pham-25854,
"Triển lãm ""Hẹn ước mùa sau""","tại Nhà Triển lãm Mỹ thuật (16 Ngô Quyền, Hà Nội)",19/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5318-e5318-trien-lam-hen-uoc-mua-sau,
Triển lãm mỹ thuật “Giai điệu Thống nhất” và “Việt Nam quê hương tôi”,"tầng 1, tòa nhà 47 Hàng Dầu, Sở Văn hóa và Thể thao Hà Nội, thành phố Hà Nội",19/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5142-e5142-trien-lam-my-thuat-giai-dieu-thong-nhat,
Triển lãm ảnh tư liệu “Âm vang ngày mới”,"Khu di sản Hoàng thành Thăng Long, số 19 Hoàng Diệu, Ba Đình, Hà Nội",19/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5157-e5157-trien-lam-anh-tu-lieu-am-vang-ngay-moi,
"Triển lãm ""Hẹn ước mùa sau""","tại Nhà Triển lãm Mỹ thuật (16 Ngô Quyền, Hà Nội)",19/06/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5318-e5318-trien-lam-hen-uoc-mua-sau,
"Triển lãm “AS ABOVE, SO BELOW | NHƯ TRÊN, NHƯ DƯỚI”","tại Trung tâm Nghệ thuật đương đại Vincom (VCCA), B1-R3 Vincom Mega Mall Royal City, 72A Nguyễn Trãi, phường Thanh Xuân, Hà Nội.",19/06/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5509-e5509-trien-lam-as-above-so-below-nhu-tren-nhu-duoi,
"Triển lãm ""Sĩ tử 3 - Chuyện sĩ tử"" - 950 câu chuyện học tập trong không gian di sản Văn Miếu - Quốc Tử Giám",Văn Miếu - Quốc Tử Giám,19/06/26,08:00,18:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/Exhibition-%22S%C4%A9-T%E1%BB%AD-3-Chuy%E1%BB%87n-S%C4%A9-T%E1%BB%AD%22-950-learning-stories-in-the-heritage-space-of-V%C4%83n-Mi%E1%BA%BFu-Qu%E1%BB%91c-T%E1%BB%AD-Gi%C3%A1m,
"Trải nghiệm ""Lớp học xưa""",Văn Miếu - Quốc Tử Giám,19/06/26,08:00,18:00,workshop,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/Experiencing-the-old-classroom-with-mystery-camp,
